Name,Latitude,Longitude,Type
Asda,51.4591272,-0.331819,Supermarket
Lidl,51.4895852,0.024692,Supermarket
Hanwell Local,51.5135396,-0.3369571,Supermarket
The Peoples Supermarket,51.5226005,-0.1187863,Supermarket
Morrisons,51.5149975,0.0104157,Supermarket
Co-op Food,51.4324021,-0.021195,Supermarket
Budgens,51.5897389,-0.1643484,Supermarket
Iceland,51.5901355,-0.1644503,Supermarket
Asda,51.4710255,-0.3612375,Supermarket
Sirwan Food Centre,51.6084579,-0.1105593,Supermarket
Co-op Food,51.4722579,-0.2034133,Supermarket
Ayta Food Centre,51.6065139,-0.1175565,Supermarket
Hillingdon Food Centre,51.5305889,-0.4490171,Supermarket
The Good Kind,51.6469422,-0.070259,Supermarket
International Food Centre,51.6166635,-0.1403884,Supermarket
ALDI,51.4259336,-0.1318874,Supermarket
ALDI,51.5310218,0.1450518,Supermarket
Macro Foods,43.0097515,-81.3364893,Supermarket
Co-op Food,51.4905044,-0.0973661,Supermarket
Co-op Food,51.5623987,-0.1257514,Supermarket
Lidl,51.4222272,-0.1069023,Supermarket
Cudi Food Centre,51.5107654,-0.3212149,Supermarket
M&S Simply Food,51.5090069,-0.1979232,Supermarket
Co-op Food,51.5085552,0.0722854,Supermarket
Store Park Central,51.4799372,-0.1486815,Supermarket
Market Place Store,51.4818466,-0.1485932,Supermarket
Co-op Food,51.4424887,-0.0475799,Supermarket
M & A Ghadeer Supermarket,51.4700219,-0.3575442,Supermarket
Instanbul Grand Bazaar Butcher,51.46998,-0.357746,Supermarket
Safa & Marna Supermarket,51.4699216,-0.358027,Supermarket
New Istanbul Supermarket,51.5775721,-0.1061531,Supermarket
N/A,51.5905723,-0.0934496,Supermarket
Costcutter,51.4828093,-0.3099761,Supermarket
Here Organic Warehouse,51.4880596,-0.1699133,Supermarket
Loon Fung Tottenham,51.6079735,-0.0605488,Supermarket
N/A,51.3836163,-0.2142044,Supermarket
Costcutter,51.3486119,-0.1667138,Supermarket
Fio's,51.6317474,-0.1282551,Supermarket
The Food Warehouse,51.4893971,0.0338108,Supermarket
Hyper Marché,51.5111067,-0.3187886,Supermarket
Tian Tian Market,51.5136558,-0.0685472,Supermarket
Tesco Extra,51.4892684,0.066274,Supermarket
Londis,51.3692865,0.0010021,Supermarket
Damas Food Centre,51.5103693,-0.3221776,Supermarket
Amazon Fresh,51.5573287,-0.2818909,Supermarket
Lidl,51.4314498,-0.1647051,Supermarket
Dayi,51.6049509,-0.0865312,Supermarket
Oriental Mart (Hanul Food Inc.),42.957556,-81.2612083,Supermarket
Londis,51.509612,-0.2373857,Supermarket
Longdan,51.4579388,-0.0133864,Supermarket
Silverpoint Food Centre,51.6113674,-0.0649487,Supermarket
Korona,51.4473409,-0.0180312,Supermarket
Costcutter,51.4397899,0.05094,Supermarket
N/A,51.4841581,0.1748582,Supermarket
Co-op Food,51.5000485,-0.2389164,Supermarket
Amazon Fresh,51.5028153,-0.0151746,Supermarket
Costcutter,51.4317596,0.0310837,Supermarket
Co-op Food,51.4875368,0.0027163,Supermarket
The Boutique Grocer,51.5387125,-0.1040028,Supermarket
Al Medina,51.5167686,0.061711,Supermarket
Kacha Bazar Extra,51.5169382,0.0617714,Supermarket
Food Bazar,51.5173698,0.0619014,Supermarket
Lidl,51.4137249,-0.17607,Supermarket
Khun Ya Thai Supermarket,51.498653,-0.0589384,Supermarket
Baghdad Food Centre,51.5064722,-0.2550644,Supermarket
ALDI,51.3723618,-0.1188797,Supermarket
Jiamart,51.5016601,0.0308499,Supermarket
Lidl,51.3780012,-0.1554407,Supermarket
Nisa,51.5091331,-0.0020627,Supermarket
Harringay Local Store,51.5839372,-0.1001865,Supermarket
Co-op Food,51.5948362,-0.2500145,Supermarket
Lidl,51.49694,0.15652,Supermarket
Lidl,51.3464213,-0.0197393,Supermarket
Lidl,51.5661126,-0.1076062,Supermarket
Lidl,51.5074648,-0.2695807,Supermarket
Lidl,51.5606,0.078896,Supermarket
Lidl,51.4932003,-0.2275114,Supermarket
The Savanna,51.5028329,-0.083473,Supermarket
Ortadogu Supermarket,51.4702453,-0.3554987,Supermarket
Co-op Food,51.4917522,0.0164026,Supermarket
Amazon Fresh,51.4710493,-0.35396,Supermarket
USSR Retail,51.4699273,-0.3565885,Supermarket
Fone And Vape,51.3608328,-0.1918141,Supermarket
JK Enterprises,51.3982296,-0.2553788,Supermarket
Seoul Plaza,51.3982781,-0.2553854,Supermarket
Budgens,51.3641416,-0.1186244,Supermarket
Kroger,37.1383903,-84.0997303,Supermarket
Amazon Fresh,51.5135103,-0.0701403,Supermarket
Darbari Fancy Textiles,51.5112655,-0.3785455,Supermarket
M&S Foodhall,51.3936386,0.1129539,Supermarket
Brazilian Delights,51.5490813,-0.1296603,Supermarket
Planet Organic,51.5555053,-0.1748124,Supermarket
Planet Organic,51.5212833,-0.0751358,Supermarket
M&S Foodhall,51.5941553,-0.3811969,Supermarket
Waitrose,51.5165828,-0.1874061,Supermarket
1010 Supermarket,51.5657478,-0.0745162,Supermarket
River Supermarket,51.4982969,-0.0609349,Supermarket
sMart Oriental,51.3614729,-0.1919726,Supermarket
Jaz Food & Wine,51.5226392,-0.2590682,Supermarket
Riverside Supermarket,51.5517998,-0.0315302,Supermarket
Tesco Extra,51.4249057,-0.1316223,Supermarket
Budgens,51.3901726,0.0499146,Supermarket
Chase Supermarket,51.6533208,-0.0911848,Supermarket
East Europe Food,51.5140347,-0.3370573,Supermarket
Tian Tian Market,51.5144522,0.0097155,Supermarket
ALDI,51.3758658,-0.2230686,Supermarket
ALDI,51.5653531,0.1047027,Supermarket
ALDI,51.5241051,-0.1756893,Supermarket
Amazon Fresh,51.5110352,-0.2230555,Supermarket
Lidl,51.5457579,-0.4767332,Supermarket
Co-op Food,51.4947671,-0.0792107,Supermarket
The Savanna,51.5033945,-0.0188683,Supermarket
Europol,51.3657634,-0.1939924,Supermarket
The Nest,51.5086392,-0.0084965,Supermarket
Lidl,51.5650332,-0.1044227,Supermarket
Planet Food,51.5651342,-0.1034356,Supermarket
ALDI,51.5257277,-0.0894412,Supermarket
Co-op Food,51.4925911,-0.2752112,Supermarket
Trustcos,51.525761,-0.3160988,Supermarket
Welcome,51.5392641,-0.0240726,Supermarket
Co-op Food,51.6158737,-0.1438963,Supermarket
Iceland,51.3814298,-0.2835993,Supermarket
Wickham Food Centre,51.3765325,-0.0191358,Supermarket
M&S Foodhall,51.3767608,-0.0190978,Supermarket
Istanbul Organic Supermarket,51.4926957,-0.2312728,Supermarket
Kujawiak,51.4697336,-0.358984,Supermarket
N/A,51.5052053,-0.0902335,Supermarket
Local Express,51.5208436,0.0198598,Supermarket
Major Foods Ltd,51.5307465,0.1181933,Supermarket
Costcutter,51.5290694,0.1046871,Supermarket
Welcome,51.5287348,0.1042322,Supermarket
Lewisham Food Centre,51.4588417,-0.0121811,Supermarket
M&S Foodhall,51.4808628,-0.1444133,Supermarket
Giddy Grocer,51.5012173,-0.0821537,Supermarket
Londis,51.5624911,-0.3058087,Supermarket
Szampion Polskie Delikatesy,51.600542,-0.0675875,Supermarket
Nazar Supermarket,51.5997972,-0.0681522,Supermarket
ALDI,51.4637165,0.0288966,Supermarket
Jarr Market,51.5589856,-0.0744704,Supermarket
M&S Foodhall,51.5943526,-0.2621248,Supermarket
ALDI,51.5946819,-0.262391,Supermarket
M&S Food,51.5060815,-0.0173163,Supermarket
N/A,51.5267411,0.0308128,Supermarket
Магнолия,55.7204288,37.6933612,Supermarket
The Co-op,51.5872765,-0.1327226,Supermarket
Cosmo Foods,51.6135651,-0.1762712,Supermarket
Sultan Food Centre,51.6119199,-0.1754706,Supermarket
Waitrose,51.4613659,-0.301844,Supermarket
Dag Supermarket,51.475472,-0.0198065,Supermarket
AJI Mart,51.5102839,0.0129251,Supermarket
Mleczko delikatesy,51.5074141,-0.2724517,Supermarket
Star Fruit & Veg,51.5585474,0.0706193,Supermarket
Grains & Green,51.5435573,-0.0551301,Supermarket
Cranbrook Supermarket,51.5625545,0.0676616,Supermarket
Amazon Fresh,51.5301212,-0.0745071,Supermarket
Costcutter Express,51.4330788,-0.0172024,Supermarket
Tesco,51.4867902,-0.1150326,Supermarket
Archies,51.5902984,0.0496901,Supermarket
YOHOME,51.4980126,-0.0176148,Supermarket
Acasa Delicatessen Limited,51.591158,0.0832789,Supermarket
Baylis Food and Wine,51.5928872,0.0840838,Supermarket
Drayton Manor High School PTA car boot,51.52639,-0.3426977,Supermarket
FM Food Centre,51.4206955,-0.0012419,Supermarket
Kingston Green,51.389784,-0.2977488,Supermarket
Nisa Local,51.546481,-0.1909244,Supermarket
Sira Cash and Carry,51.5096018,-0.3762335,Supermarket
St. James Supermarket,51.4924173,-0.0653912,Supermarket
Costcutter,51.3764455,-0.2218464,Supermarket
OK OK Chinese Supermarket,51.3600814,-0.1944453,Supermarket
Hadar Kosher Supermarket,51.6159647,-0.2748325,Supermarket
Dadinho Distributions,51.5848633,-0.0769785,Supermarket
Co-op Food,51.6091704,-0.2101854,Supermarket
YOHOME Oriental Lifestyle/有家超市,51.570968,-0.0894535,Supermarket
Prince Food & Wine,51.4915169,-0.1185035,Supermarket
TFC,51.4924134,0.0627744,Supermarket
Mega Food Centre,51.6058592,-0.187504,Supermarket
Persia,51.6059851,-0.1873169,Supermarket
Mega Organix,51.6061492,-0.1870732,Supermarket
Best Foods Mega Mart,51.4252306,-0.0042821,Supermarket
N/A,51.5272877,-0.0888942,Supermarket
Best Foods Supermarket,51.5308532,-0.3718936,Supermarket
Website Designers London,51.5272236,-0.0890038,Supermarket
N/A,51.3984664,-0.0760319,Supermarket
Family Sari Sari Store,51.5135865,-0.4712697,Supermarket
Aldi,51.6129162,-0.177182,Supermarket
Kosher Edge,51.6158844,-0.2765413,Supermarket
N/A,51.6015558,-0.4096338,Supermarket
Planet Plenty,51.4708145,-0.2106699,Supermarket
Mieszko Polish Supermarket,51.4730512,-0.3872156,Supermarket
Morrisons,51.4826743,-0.30875,Supermarket
Wawel Tradycyjne Polski Smaki,51.4991401,-0.3063229,Supermarket
N/A,51.507057,-0.0739626,Supermarket
Nazar Food Centre,51.6171948,-0.1770101,Supermarket
Lidl,51.5399531,-0.2995099,Supermarket
Polski Sklep n Cioci,51.6153386,-0.27532,Supermarket
Simply Food & Wine,51.5106941,-0.1868731,Supermarket
England Pharmacy,51.510552,-0.136228,Supermarket
Oseyo,51.4109205,-0.3013676,Supermarket
Save More Superstore,51.5049097,-0.4192214,Supermarket
N/A,51.5940762,-0.336175,Supermarket
Northwest,51.5362883,0.0525498,Supermarket
Hoji,51.4926129,-0.2603342,Supermarket
Tian Tian Market,51.5136219,-0.3059248,Supermarket
Tian Tian Market,51.5602262,-0.2808249,Supermarket
Sainsbury's,51.4887207,0.0262206,Supermarket
Morrisons,51.6119787,-0.137192,Supermarket
Landis,51.5090231,-0.3465467,Supermarket
ALDI,51.5688694,0.1852441,Supermarket
B&M,51.47089,-0.3626198,Supermarket
Lidl East Acton,51.5136314,-0.2493638,Supermarket
Seoul Plaza,51.4100721,-0.3027531,Supermarket
Duri Korean Grocery,51.5102499,-0.2872136,Supermarket
Harvest International N8,51.5819925,-0.1198501,Supermarket
Oseyo,51.4803409,-0.1450342,Supermarket
Co-op Food,51.552995,-0.2107674,Supermarket
Benjamin Ball Associates Ltd,51.5074401,-0.1341441,Supermarket
Evmolpia,51.583208,-0.0996298,Supermarket
Harringay Food Centre,51.5825092,-0.099084,Supermarket
Co-op Food,51.5702582,-0.095911,Supermarket
Lo Sfizio,51.5871531,-0.0974278,Supermarket
Cudi Food Centre,51.5868368,-0.0962494,Supermarket
4th Gardens Groceries & Takeaway,51.5849934,-0.07803,Supermarket
West Green Supermarket,51.5843501,-0.0761711,Supermarket
C&G Cash and Carry,51.5843853,-0.0755314,Supermarket
Thornfield Supermarket,51.6044019,-0.2073359,Supermarket
Kosher Cuisine,51.6052002,-0.2072685,Supermarket
M&S Foodhall,51.53781,-0.1420408,Supermarket
Waitrose,51.5163445,-0.1872577,Supermarket
Siragro Food & Wine,51.551496,-0.3197216,Supermarket
Co-op Food,51.3651976,-0.1610793,Supermarket
Iceland,51.6066678,0.2184595,Supermarket
Co-op Food,51.5935962,0.2333935,Supermarket
Sainsbury's New Barnet,51.6495733,-0.1714391,Supermarket
Waitrose,51.6559569,-0.2039214,Supermarket
Lidl,51.4252759,-0.04804,Supermarket
Lidl,51.4263195,-0.0262991,Supermarket
Tesco,51.4530045,-0.1465366,Supermarket
Co-op,51.3534368,-0.1345426,Supermarket
Co-op Food,51.5256052,-0.0905348,Supermarket
China Ark,51.5203402,-0.0525884,Supermarket
Whole Foods Market,51.5622036,-0.0752635,Supermarket
Tesco,51.4356403,-0.0339325,Supermarket
Costcutter,51.5101799,-0.2871931,Supermarket
Arsenal Mini Mart,51.5538294,-0.111026,Supermarket
Co-op Food,51.5004995,-0.0992896,Supermarket
Waitrose,51.5222888,-0.0921222,Supermarket
M&S Foodhall,51.553926,-0.165233,Supermarket
Costless Supermarket,51.5251868,-0.1677061,Supermarket
Planet Organic,51.5378737,-0.0994848,Supermarket
M&S Foodhall,51.4093252,-0.0253944,Supermarket
Super Save,51.5357905,-0.2463474,Supermarket
Pak Discount Cash & Carry,51.5387965,-0.2506357,Supermarket
Lidl,51.5611699,-0.2810103,Supermarket
Sainsbury's,51.4029424,-0.1931919,Supermarket
Thai Smile,51.4932737,-0.2395565,Supermarket
M&S Foodhall,51.5196423,-0.1336008,Supermarket
Budgens,51.5435891,-0.1034635,Supermarket
Longdan,51.5684253,-0.0246506,Supermarket
Budgens,51.4803248,-0.2125111,Supermarket
Costcutter,51.4047157,-0.097606,Supermarket
Organic Food Centre,51.5597162,-0.0739597,Supermarket
Asda,51.4582491,0.130167,Supermarket
Sushi Daily,51.5170472,-0.1267998,Supermarket
Little Waitrose,51.5515632,-0.192598,Supermarket
Lina Food Centre,51.5328914,0.0059555,Supermarket
Lidl,51.4040161,0.0148629,Supermarket
The Co-operative Food,51.3932665,0.0341609,Supermarket
The Co-operative Food,51.5356791,-0.089194,Supermarket
M&S Simply Food,51.5583267,0.2498087,Supermarket
Green Valley,51.5151994,-0.1622861,Supermarket
Waitrose,51.506411,-0.2191224,Supermarket
Londis,51.558598,0.2374634,Supermarket
Costcutter,51.5987065,-0.1106833,Supermarket
N/A,51.5810812,0.2055389,Supermarket
So Real,51.568775,-0.065799,Supermarket
Spar,51.499397,-0.1138056,Supermarket
Kollos Supermarket,51.5634509,-0.0728931,Supermarket
Sainsbury's,51.547484,-0.0732063,Supermarket
Planet Organic,51.515552,-0.1911509,Supermarket
Waitrose,51.5795019,-0.1239343,Supermarket
Sainsbury's,51.5485855,-0.4747792,Supermarket
Lidl,51.5868126,-0.0610958,Supermarket
Food City,51.5392452,-0.0978701,Supermarket
Pound Stop,51.5391684,-0.0979648,Supermarket
Co-op Food,51.5709672,-0.2949597,Supermarket
Co-op Food,51.5000156,-0.3061477,Supermarket
Sainsbury's,51.5417035,-0.0013384,Supermarket
Mother Earth,51.5463199,-0.1008456,Supermarket
Greensmiths,51.5009165,-0.112365,Supermarket
Waitrose,51.5464243,-0.179645,Supermarket
Tesco,51.598887,0.1639417,Supermarket
Lidl,51.5032216,-0.2185824,Supermarket
Bumblebee Natural Foods,51.5497897,-0.1304196,Supermarket
Sainsbury's,51.4097308,-0.303411,Supermarket
Q Stores,51.6165904,-0.1780135,Supermarket
The 99p shop,51.5611161,-0.0739865,Supermarket
Lidl,51.6504992,-0.0808011,Supermarket
Aldi,51.5765714,-0.0966034,Supermarket
Iceland,51.5635945,-0.3551755,Supermarket
Sainsbury's,51.4059642,-0.030627,Supermarket
The Co-operative Food,51.4062571,-0.0577434,Supermarket
Addis Food and Wine,51.5533382,-0.1046361,Supermarket
Waitrose,51.524152,-0.1027254,Supermarket
Metro,42.9579825,-81.3316381,Supermarket
The Co-operative Food,51.4572755,0.0936301,Supermarket
Food Basics,42.9558274,-81.2891712,Supermarket
Little Waitrose,51.3587154,-0.2163434,Supermarket
M&S Food,51.5651738,-0.1354683,Supermarket
Nisa Local,51.6522338,-0.0780602,Supermarket
City Road Supermarket,51.5292775,-0.0972154,Supermarket
Iceland,51.5612147,-0.2524224,Supermarket
Planet Organic,51.5118474,-0.3047286,Supermarket
Smart,51.5109354,-0.1869563,Supermarket
Empire,51.5100189,-0.28646,Supermarket
International Supermarket,51.5934277,0.0251881,Supermarket
The Source Bulk Foods,51.5785534,-0.1240837,Supermarket
Tesco Express,51.3670453,-0.3064329,Supermarket
Sainsbury's Local,51.3673934,-0.3070206,Supermarket
Ealing Supermarket,51.5001176,-0.3066355,Supermarket
Neighbourhood Grocers,51.4991958,-0.3063405,Supermarket
Metro Food Centre,51.5900585,-0.0041542,Supermarket
Whole Foods Market,51.4637582,-0.1666907,Supermarket
Waitrose,51.4626128,-0.1677865,Supermarket
Sainsbury's,51.3583294,-0.1481762,Supermarket
Bottega Italia,51.5646214,-0.1324714,Supermarket
Aldi,51.5145616,-0.4742683,Supermarket
Co-op Food,51.4495755,-0.323031,Supermarket
ALDI Local,51.5479103,-0.1809041,Supermarket
Chelsea farm,51.4848317,-0.1826036,Supermarket
Lidl,51.5953653,-0.3849345,Supermarket
Aldi,51.5791939,-0.3992629,Supermarket
Lidl,51.5417094,-0.0010622,Supermarket
Loon Fung,51.5416185,-0.0012258,Supermarket
Tesco Express,51.5963268,-0.2428552,Supermarket
Lituanica,51.5164669,0.0627241,Supermarket
No Frills,43.0201276,-81.3097783,Supermarket
Waitrose & Partners,51.4484848,-0.3289565,Supermarket
Lidl,51.580285,-0.3369249,Supermarket
Co-Operative,51.6457017,-0.0814627,Supermarket
Food Basics,43.0042767,-81.3045556,Supermarket
Co-op Food,51.5572015,-0.2151162,Supermarket
Waitrose,51.4111573,-0.3058558,Supermarket
Tesco Express,51.5475177,0.0254989,Supermarket
Food Basics,42.9329123,-81.2373955,Supermarket
M&S Simply Food,51.6335411,-0.1252823,Supermarket
Dacha Russian and Eastern European Shop,51.5819338,-0.1586196,Supermarket
Tesco Express,51.6531662,-0.1998182,Supermarket
Village Food Centre,51.6542744,-0.2014021,Supermarket
Waitrose,51.6517074,-0.0841614,Supermarket
No Frills,42.9348066,-81.3147797,Supermarket
Sainsbury's,51.4808003,-0.195038,Supermarket
Lidl,51.4959114,0.1190726,Supermarket
Co-op Food,51.4873675,0.1137149,Supermarket
M&S Simply Food,51.3925319,-0.3054997,Supermarket
Lidl,51.3604903,-0.3100315,Supermarket
Waitrose,51.5046343,-0.0167335,Supermarket
Asda,51.5828635,-0.0247563,Supermarket
Sainsbury's,51.4561921,0.1492248,Supermarket
Nisa,51.4543988,-0.1201641,Supermarket
Little Waitrose,51.483934,-0.219429,Supermarket
N/A,51.4990754,-0.0741708,Supermarket
Lidl,51.4310043,-0.1295659,Supermarket
Costcutter,51.4669518,0.0530169,Supermarket
Waitrose,51.5469392,-0.104305,Supermarket
Lidl,51.4013351,-0.1937558,Supermarket
Istanbul Supermarket,51.5282889,-0.0914943,Supermarket
Tesco Express,51.5852933,-0.2812476,Supermarket
Food Basics,42.9633934,-81.1935039,Supermarket
Foodways,51.4791141,-0.1672832,Supermarket
Co-op Food,51.5913359,0.0286728,Supermarket
Bengali Fonga Market,51.5271873,-0.0585012,Supermarket
St. Marcus,51.4632814,-0.2500213,Supermarket
The Co-operative Food,51.4791352,-0.1704756,Supermarket
Co-op Food,51.5775214,0.0269027,Supermarket
Wing Yip,51.5672269,-0.2291356,Supermarket
Lidl,51.527239,-0.350475,Supermarket
Cumberland Food & Wine,51.5140743,-0.1594742,Supermarket
Co-op Food,51.544482,-0.373975,Supermarket
Co-operative Food,51.5351923,-0.3944342,Supermarket
Tesco,51.5859108,0.082181,Supermarket
Longdan,51.491484,-0.098029,Supermarket
Euromax Market,51.5841458,-0.100231,Supermarket
Ari Food Centre,51.6132731,-0.1769398,Supermarket
Waitrose,51.4823225,-0.0156614,Supermarket
Londis,51.4275642,-0.167622,Supermarket
ALDI,51.4287571,-0.1670006,Supermarket
Local Express,51.6489462,-0.1291364,Supermarket
Express Supermarket,51.6355831,-0.0522225,Supermarket
Lidl,51.6246547,-0.0597461,Supermarket
The Co-operative Food,51.456844,0.0506202,Supermarket
Budgens,51.5577007,-0.1317226,Supermarket
YoHome,51.5215867,-0.1344729,Supermarket
Co-op,51.5488986,0.1992338,Supermarket
Sainsbury's,51.5751744,0.180272,Supermarket
Co-op Food,51.4384069,0.070926,Supermarket
Lidl,51.4604134,-0.005146,Supermarket
Londis,51.5291262,-0.1445504,Supermarket
Neel's news,51.5283956,-0.1436484,Supermarket
Robert Street Supermarket,51.5283433,-0.1434343,Supermarket
Westbourne Nogs Grocery,51.5190088,-0.1961853,Supermarket
Lidl,51.53523,-0.4836689,Supermarket
Londis,51.618556,0.0073691,Supermarket
Lidl,51.564695,-0.2639412,Supermarket
Whole Foods Market,51.5105264,-0.1360939,Supermarket
Londis,51.455582,-0.1580402,Supermarket
Oncu Food,51.6357228,-0.0515252,Supermarket
Asda,51.6416535,-0.0460313,Supermarket
Morrisons,51.6175918,-0.1105006,Supermarket
Booze Store,51.6523171,-0.0738625,Supermarket
The Source Bulk Foods,51.4609137,-0.1667529,Supermarket
Lidl,51.5420925,-0.3402487,Supermarket
Costcutter,51.4904091,-0.1327877,Supermarket
Pricewise Food & Wine,51.5470224,-0.179954,Supermarket
The Bounds Greens,51.6071536,-0.1245494,Supermarket
Lidl,51.5081155,-0.3362529,Supermarket
Ozdiller Supermarket,51.5923802,-0.0699827,Supermarket
Tesco Express,51.531313,-0.216861,Supermarket
Mor Foods,51.5076573,-0.3783882,Supermarket
M&S Simply Food,51.5068998,-0.1429038,Supermarket
M&S Simply Food,51.5139709,-0.149711,Supermarket
Foodland Supermarket,51.3854688,-0.1000826,Supermarket
Sahar Food Store,51.535985,-0.245096,Supermarket
Sainsbury's,51.6060531,-0.0660883,Supermarket
Amazon Fresh,51.5255079,-0.1389014,Supermarket
E1 Local,51.5147715,-0.0675928,Supermarket
Tawana Oriental Supermarket,51.5158124,-0.1951537,Supermarket
Co-op Food,51.4749229,-0.200867,Supermarket
Cooperative Food,51.3804446,-0.0865371,Supermarket
Co-op Food,51.4547854,-0.1392317,Supermarket
Tooting Arena,51.4355303,-0.1602435,Supermarket
Waitrose,51.4825907,-0.1345287,Supermarket
Al-Dimashqi,51.5061545,-0.2294641,Supermarket
Premier Food & Wine,51.5063508,-0.2393284,Supermarket
M&S Food,51.5256623,-0.0899332,Supermarket
Co-op Food,51.5203298,0.10767,Supermarket
Farm Boy,42.9375874,-81.2258503,Supermarket
Waitrose,51.5360857,-0.1235071,Supermarket
Chung Hwa Hong Supermarket,51.5908184,-0.1030974,Supermarket
Fodal Oriental Supermarket,51.492379,-0.0247915,Supermarket
Asda,51.5372955,0.0772175,Supermarket
Co-op Food,51.5257374,-0.0826221,Supermarket
The Co-operative Food,51.4587815,-0.0437743,Supermarket
The Co-operative Food,51.5476923,-0.1256976,Supermarket
Food Inn,51.5168879,0.0102401,Supermarket
Co-op Food,51.5532657,-0.1097246,Supermarket
As Nature Intended,51.5144568,-0.1616976,Supermarket
Co-op Food,51.4421569,-0.0104819,Supermarket
Turkish Food Centre,51.4751538,-0.0952901,Supermarket
Lituanica,51.5372714,0.0791098,Supermarket
Co-op Food,51.5631652,-0.1974364,Supermarket
ALDI,51.410248,-0.3012279,Supermarket
Save More,51.5419504,-0.1799277,Supermarket
Mega Saver,51.4136447,-0.0512902,Supermarket
Penge Food Centre,51.4132546,-0.0510461,Supermarket
Kosher Kingdom,51.5780594,-0.2071754,Supermarket
The Savanna,51.4087864,-0.2302028,Supermarket
Londis,51.5550333,-0.1453382,Supermarket
Morrisons,51.5135148,-0.3040427,Supermarket
M&S Foodhall,51.4453634,-0.2057969,Supermarket
Corner Shop,51.4351015,-0.0435749,Supermarket
Brazilian Centre,51.4714087,-0.1238649,Supermarket
Iceland,51.4706032,-0.1247946,Supermarket
Way 2 Save,51.5784618,-0.2403299,Supermarket
Rainbow,51.5858812,-0.1006973,Supermarket
Rice Wine Shop,51.5107731,-0.1370793,Supermarket
Lidl,51.4304194,-0.1849547,Supermarket
Aldi,51.5596941,-0.4015165,Supermarket
B&M Stores,51.5594869,-0.4012394,Supermarket
Co-op Food,51.5003383,-0.0729975,Supermarket
Iceland,51.4240895,-0.0039575,Supermarket
Premier Shop,51.5547957,0.1176371,Supermarket
Off License - Mini-Market,51.5329423,0.0062367,Supermarket
Aseda Trading,51.5492384,0.0053491,Supermarket
Bubboo Oriental Grocery,51.4212493,-0.2081849,Supermarket
Co-op Billet Road,51.5997655,-0.0266174,Supermarket
Sri Supermarket,51.5481008,0.0396044,Supermarket
Welcome,51.5428416,-0.1716553,Supermarket
Jiahe Supermarket,51.5913373,-0.103058,Supermarket
Shilpa's News,51.3789313,-0.1648743,Supermarket
The Co-operative Food,51.4875928,-0.436119,Supermarket
Abis Cash & Carry,51.5627774,-0.3555626,Supermarket
Nisa Extra,51.6082719,0.1063964,Supermarket
Food Island Supermarket,42.9824983,-81.2907542,Supermarket
Planet Organic,51.5893981,-0.1458415,Supermarket
Afrikan Market,51.4794687,-0.0943872,Supermarket
Longdan Express,51.527743,-0.0767315,Supermarket
Rayners Food Centre,51.5771561,-0.3709634,Supermarket
Co-op Food,51.6068097,0.2183452,Supermarket
Rayners Lane Supermarket,51.57673,-0.3713252,Supermarket
Sainsbury's Local,51.5953781,-0.250755,Supermarket
Young Cheng Fresh Seafood Shop,51.5117382,-0.1318603,Supermarket
Sainsbury's,51.4945644,-0.0976317,Supermarket
Co-op Food,51.5218271,-0.1137627,Supermarket
Co-op,51.5737186,-0.1414549,Supermarket
Brixton Food & WIne,51.4543767,-0.1131239,Supermarket
Greens on the Hill,51.5914148,-0.1415187,Supermarket
ALDI,51.579993,0.1825529,Supermarket
Tesco,51.5064825,-0.2491087,Supermarket
Phambra Food Store,51.4503674,-0.1265723,Supermarket
Moon Cash & Carry,51.5733956,-0.37156,Supermarket
Sriram Cash & Carry,51.5767285,-0.3709335,Supermarket
Partridges,51.4983571,-0.1835581,Supermarket
St. Helier Food & Wine,51.3757313,-0.1775395,Supermarket
Hiep Phat Vietnamese Supermarket,51.4888156,-0.095839,Supermarket
Global Food Store,51.4022507,-0.1921449,Supermarket
North West International Supermarket,51.5818797,-0.3330772,Supermarket
Costcutter,51.3698695,-0.1805339,Supermarket
M&S Foodhall,51.5420387,-0.3390786,Supermarket
Lidl,51.3739312,-0.1198445,Supermarket
M&S Foodhall,51.492729,-0.226367,Supermarket
Co-op Food,51.5461174,-0.0748887,Supermarket
Co-op Food,51.5898247,-0.2256884,Supermarket
Martin’s,51.6264881,-0.2693464,Supermarket
Triple A Cash and Carry,51.5958565,-0.294836,Supermarket
Little Waitrose,51.6000852,-0.1949205,Supermarket
Jumbo,51.5078456,-0.1243123,Supermarket
Co-op Food,51.4486452,-0.1484124,Supermarket
Co-op Food,51.4890261,-0.314376,Supermarket
Lidl,51.584195,-0.0222858,Supermarket
Mixas,51.580812,0.1776323,Supermarket
AP Food Express,51.5009173,-0.1178642,Supermarket
Co-op Food,51.4095417,-0.2318811,Supermarket
Japan Centre,51.5097324,-0.1313656,Supermarket
Lidl,51.5938278,-0.106645,Supermarket
Green Bay,51.4858711,-0.2029189,Supermarket
Ecklee,51.3950096,-0.2378198,Supermarket
Co-op Food,51.4591018,-0.0341076,Supermarket
Sainsbury's Local,51.4905407,-0.3025806,Supermarket
Oseyo,51.5023251,-0.1103454,Supermarket
Co-op Food,51.5878774,-0.0403338,Supermarket
Co-op Food,51.3847483,-0.2950376,Supermarket
Little Waitrose,51.5163426,-0.291001,Supermarket
GreenBay,51.4858748,-0.2028974,Supermarket
